   0.00000	 -17.27000
   0.04167	 -17.85000
   0.08333	 -18.42000
   0.12500	 -18.94000
   0.16667	 -19.29000
   0.20833	 -19.54000
   0.25000	 -19.58000
   0.29167	 -19.35000
   0.33333	 -18.52000
   0.37500	 -17.16000
   0.41667	 -15.81000
   0.45833	 -14.03000
   0.50000	 -13.61000
   0.54167	 -12.88000
   0.58333	 -11.01000
   0.62500	 -10.15000
   0.66667	 -10.20000
   0.70833	 -10.21000
   0.75000	  -9.50000
   0.79167	  -8.93000
   0.83333	  -8.66000
   0.87500	  -8.53000
   0.91667	  -8.06000
   0.95833	  -7.21400
   1.00000	  -6.87300
   1.04167	  -7.06000
   1.08333	  -5.87400
   1.12500	  -6.20500
   1.16667	  -5.05900
   1.20833	  -4.01000
   1.25000	  -3.76900
   1.29167	  -3.37300
   1.33333	  -2.31600
   1.37500	  -0.67000
   1.41667	   0.24100
   1.45833	  -0.38200
   1.50000	   0.09500
   1.54167	  -0.35500
   1.58333	   0.50800
   1.62500	   1.12700
   1.66667	   1.62900
   1.70833	   2.14700
   1.75000	   2.40200
   1.79167	   2.61300
   1.83333	   3.83400
   1.87500	   2.83900
   1.91667	   2.52300
   1.95833	   4.57200
   2.00000	   6.04600
   2.04167	   6.34000
   2.08333	   6.94000
   2.12500	   7.87300
   2.16667	   8.48000
   2.20833	   9.10000
   2.25000	   9.17000
   2.29167	   9.54000
   2.33333	   9.42000
   2.37500	  10.04000
   2.41667	  10.42000
   2.45833	  11.15000
   2.50000	  11.66000
   2.54167	  11.57000
   2.58333	  11.66000
   2.62500	  11.37000
   2.66667	  10.72000
   2.70833	   9.74000
   2.75000	   7.95100
   2.79167	   5.90600
   2.83333	   4.68200
   2.87500	   5.64200
   2.91667	   5.03000
   2.95833	   4.19900
   3.00000	   4.02000
   3.04167	   2.97400
   3.08333	   2.19000
   3.12500	   1.73800
   3.16667	   1.44400
   3.20833	   1.51000
   3.25000	   1.83600
   3.29167	   1.84100
   3.33333	   2.30300
   3.37500	   2.81300
   3.41667	   3.02500
   3.45833	   4.14300
   3.50000	   3.69800
   3.54167	   3.91900
   3.58333	   4.15700
   3.62500	   4.12300
   3.66667	   4.12300
   3.70833	   4.07900
   3.75000	   3.61900
   3.79167	   3.30300
   3.83333	   3.32300
   3.87500	   3.28700
   3.91667	   3.14200
   3.95833	   3.13200
   4.00000	   3.23700
   4.04167	   3.51100
   4.08333	   3.72800
   4.12500	   4.10300
   4.16667	   4.73200
   4.20833	   5.00300
   4.25000	   5.62300
   4.29167	   5.79000
   4.33333	   6.40400
   4.37500	   7.18200
   4.41667	   7.87200
   4.45833	   7.90800
   4.50000	   7.90300
   4.54167	   8.65000
   4.58333	   8.71000
   4.62500	   9.91000
   4.66667	  10.81000
   4.70833	  11.14000
   4.75000	  11.17000
   4.79167	  11.10000
   4.83333	  10.99000
   4.87500	  10.77000
   4.91667	  10.33000
   4.95833	   9.52000
   5.00000	   9.18000
   5.04167	   8.59000
   5.08333	   7.46400
   5.12500	   6.38800
   5.16667	   5.04900
   5.20833	   3.88100
   5.25000	   2.84900
   5.29167	   2.31800
   5.33333	   2.17200
   5.37500	   2.16500
   5.41667	   2.08100
   5.45833	   2.14000
   5.50000	   2.15300
   5.54167	   2.47300
   5.58333	   2.36600
   5.62500	   1.98000
   5.66667	   1.17900
   5.70833	   0.74600
   5.75000	  -0.12900
   5.79167	  -0.53700
   5.83333	  -1.17500
   5.87500	  -1.67400
   5.91667	  -2.36600
   5.95833	  -2.78000
   6.00000	  -2.93600
   6.04167	  -3.22700
   6.08333	  -3.54300
   6.12500	  -3.78600
   6.16667	  -3.96700
   6.20833	  -4.25400
   6.25000	  -4.47000
   6.29167	  -4.47700
   6.33333	  -4.25300
   6.37500	  -3.84300
   6.41667	  -3.22600
   6.45833	  -2.66600
   6.50000	  -2.32000
   6.54167	  -2.57800
   6.58333	  -2.65300
   6.62500	  -3.07500
   6.66667	  -4.77100
   6.70833	  -4.93200
   6.75000	  -5.05900
   6.79167	  -5.38300
   6.83333	  -5.85200
   6.87500	  -6.34000
   6.91667	  -6.44400
   6.95833	  -6.64700
   7.00000	  -6.70200
   7.04167	  -6.61100
   7.08333	  -6.54500
   7.12500	  -6.57700
   7.16667	  -6.69700
   7.20833	  -6.92000
   7.25000	  -7.07200
   7.29167	  -7.10100
   7.33333	  -6.82500
   7.37500	  -6.26900
   7.41667	  -5.20400
   7.45833	  -4.21200
   7.50000	  -3.06400
   7.54167	  -1.90300
   7.58333	  -1.84800
   7.62500	  -1.81200
   7.66667	  -2.40000
   7.70833	  -3.21100
   7.75000	  -3.95000
   7.79167	  -4.74600
   7.83333	  -5.31800
   7.87500	  -5.90000
   7.91667	  -6.53500
   7.95833	  -6.92700
   8.00000	  -6.93800
   8.04167	  -7.02600
   8.08333	  -7.35400
   8.12500	  -7.66400
   8.16667	  -8.00000
   8.20833	  -8.07000
   8.25000	  -8.26000
   8.29167	  -8.33000
   8.33333	  -7.94300
   8.37500	  -7.50600
   8.41667	  -6.82600
   8.45833	  -6.79300
   8.50000	  -6.57000
   8.54167	  -6.31800
   8.58333	  -6.53100
   8.62500	  -7.16200
   8.66667	  -7.28900
   8.70833	  -6.99200
   8.75000	  -6.16700
   8.79167	  -5.69800
   8.83333	  -5.19500
   8.87500	  -3.65300
   8.91667	  -3.55700
   8.95833	  -3.19100
   9.00000	  -3.90700
   9.04167	  -3.21900
   9.08333	  -2.84900
   9.12500	  -2.94400
   9.16667	  -2.67600
   9.20833	  -2.49400
   9.25000	  -2.27200
   9.29167	  -1.84000
   9.33333	  -1.96000
   9.37500	  -1.57000
   9.41667	  -1.25200
   9.45833	  -0.94800
   9.50000	  -1.04500
   9.54167	  -0.96500
   9.58333	  -0.70000
   9.62500	  -0.85500
   9.66667	  -1.07600
   9.70833	  -1.83600
   9.75000	  -2.13200
   9.79167	  -2.33900
   9.83333	  -2.28400
   9.87500	  -2.32000
   9.91667	  -2.69700
   9.95833	  -3.09600
  10.00000	  -3.43100
  10.04167	  -3.44200
  10.08333	  -3.34200
  10.12500	  -4.14500
  10.16667	  -5.05800
  10.20833	  -5.21300
  10.25000	  -5.07100
  10.29167	  -5.42600
  10.33333	  -6.05600
  10.37500	  -6.44400
  10.41667	  -6.32800
  10.45833	  -5.94100
  10.50000	  -5.28400
  10.54167	  -5.01300
  10.58333	  -5.45400
  10.62500	  -5.66500
  10.66667	  -6.62800
  10.70833	  -7.25000
  10.75000	  -8.01000
  10.79167	  -8.65000
  10.83333	  -9.12000
  10.87500	  -9.59000
  10.91667	 -10.11000
  10.95833	 -10.51000
  11.00000	 -10.78000
  11.04167	 -10.94000
  11.08333	 -11.17000
  11.12500	 -11.44000
  11.16667	 -11.54000
  11.20833	 -11.60000
  11.25000	 -11.60000
  11.29167	 -11.23000
  11.33333	 -10.81000
  11.37500	 -10.33000
  11.41667	  -9.56000
  11.45833	  -8.08000
  11.50000	  -7.39300
  11.54167	  -6.53500
  11.58333	  -6.20900
  11.62500	  -6.32800
  11.66667	  -7.14700
  11.70833	  -7.80200
  11.75000	  -8.19000
  11.79167	  -8.48000
  11.83333	  -8.75000
  11.87500	  -8.99000
  11.91667	  -9.25000
  11.95833	  -9.31000
  12.00000	  -9.31000
  12.04167	  -9.22000
  12.08333	  -8.97000
  12.12500	  -8.71000
  12.16667	  -8.69000
  12.20833	  -8.80000
  12.25000	  -8.78000
  12.29167	  -8.72000
  12.33333	  -8.56000
  12.37500	  -8.03000
  12.41667	  -6.88500
  12.45833	  -5.60500
  12.50000	  -4.71400
  12.54167	  -4.13800
  12.58333	  -3.47200
  12.62500	  -3.75300
  12.66667	  -4.78700
  12.70833	  -5.57600
  12.75000	  -5.90800
  12.79167	  -5.86100
  12.83333	  -5.72600
  12.87500	  -5.90700
  12.91667	  -6.21300
  12.95833	  -6.66800
  13.00000	  -7.11100
  13.04167	  -7.35500
  13.08333	  -7.29100
  13.12500	  -7.49400
  13.16667	  -7.61800
  13.20833	  -7.57300
  13.25000	  -7.65800
  13.29167	  -7.95700
  13.33333	  -7.99300
  13.37500	  -7.10800
  13.41667	  -5.95400
  13.45833	  -5.19000
  13.50000	  -4.31700
  13.54167	  -3.04800
  13.58333	  -2.16900
  13.62500	  -2.01600
  13.66667	  -3.10000
  13.70833	  -4.37800
  13.75000	  -4.98100
  13.79167	  -5.48800
  13.83333	  -5.80300
  13.87500	  -5.78100
  13.91667	  -6.02600
  13.95833	  -6.44500
  14.00000	  -6.99000
  14.04167	  -7.50400
  14.08333	  -7.95200
  14.12500	  -7.91300
  14.16667	  -8.12000
  14.20833	  -8.22000
  14.25000	  -8.16000
  14.29167	  -7.93600
  14.33333	  -7.66800
  14.37500	  -6.48900
  14.41667	  -4.80000
  14.45833	  -2.98500
  14.50000	  -0.53200
  14.54167	   1.09300
  14.58333	   2.02100
  14.62500	   0.22300
  14.66667	  -0.91700
  14.70833	  -1.77500
  14.75000	  -2.14000
  14.79167	  -2.43300
  14.83333	  -2.38900
  14.87500	  -2.12900
