hypocenter_type	quality	year	month	day	hour	minute	second	latitude	longitude	depth	magnitude_1	magnitude_2	region	eventname
SWEM	A	2013	6	14	17	16	48.00	75.7500	-57.7500	10.0	0.0	4.8	WESTERNGREENLAND	201306141716A

SWEM	A	2013	6	17	3	49	28.00	69.2500	-49.7500	10.0	0.0	4.9	WESTERNGREENLAND	201306170349A

SWEM	B	2013	6	21	6	30	40.00	68.7500	-49.2500	10.0	0.0	4.7	WESTERNGREENLAND	201306210630A

SWEM	A	2013	6	23	14	35	4.00	66.2500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	201306231435A

SWEQ	C	2013	6	24	17	50	0.00	68.7500	-50.2500	10.0	0.0	4.7	WESTERNGREENLAND	201306241750A

SWEM	A	2013	6	27	20	11	36.00	68.7500	-49.7500	10.0	0.0	4.9	WESTERNGREENLAND	201306272011A

SWEM	A	2013	7	1	2	2	40.00	75.5000	-59.5000	10.0	0.0	4.9	WESTERNGREENLAND	201307010202A

SWEM	C	2013	7	1	4	5	28.00	69.5000	-49.5000	10.0	0.0	4.8	WESTERNGREENLAND	201307010405A

SWEM	A	2013	7	3	8	19	36.00	69.2500	-48.7500	10.0	0.0	4.9	WESTERNGREENLAND	201307030819A

SWEQ	C	2013	7	4	2	9	28.00	69.5000	-48.5000	10.0	0.0	4.8	WESTERNGREENLAND	201307040209A

SWEM	A	2013	7	16	23	41	20.00	69.0000	-51.0000	10.0	0.0	5.1	WESTERNGREENLAND	201307162341B

SWEM	B	2013	7	25	3	13	28.00	66.2500	-37.7500	10.0	0.0	4.8	EASTERNGREENLAND	201307250313A

SWEM	A	2013	7	25	12	56	32.00	66.5000	-38.5000	10.0	0.0	4.9	EASTERNGREENLAND	201307251256A

SWEM	B	2013	7	30	20	1	28.00	66.2500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201307302001A

SWEM	B	2013	7	31	14	59	28.00	65.5000	-41.5000	10.0	0.0	4.7	WESTERNGREENLAND	201307311459A

SWEM	C	2013	7	31	19	21	12.00	66.7500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	201307311921A

SWEM	C	2013	8	4	22	5	12.00	71.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201308042205A

SWEM	C	2013	8	4	23	0	48.00	71.5000	-58.5000	10.0	0.0	4.9	WESTERNGREENLAND	201308042259A

SWEQ	C	2013	8	6	17	39	28.00	77.5000	-67.5000	10.0	0.0	5.1	WESTERNGREENLAND	201308061739A

SWEQ	C	2013	8	8	6	49	52.00	65.5000	-38.5000	10.0	0.0	4.7	EASTERNGREENLAND	201308080649A

SWEQ	B	2013	8	9	15	16	56.00	69.2500	-49.2500	10.0	0.0	4.7	WESTERNGREENLAND	201308091516A

SWEM	B	2013	8	11	11	26	0.00	69.2500	-48.7500	10.0	0.0	5.0	WESTERNGREENLAND	201308111126A

SWEM	B	2013	8	11	11	49	44.00	69.0000	-49.0000	10.0	0.0	4.8	WESTERNGREENLAND	201308111149A

SWEM	A	2013	8	14	23	41	36.00	67.2500	-37.7500	10.0	0.0	4.8	EASTERNGREENLAND	201308142341A

SWEQ	C	2013	8	14	23	50	32.00	65.7500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	201308142350A

SWEM	A	2013	8	19	12	16	56.00	73.0000	-55.0000	10.0	0.0	4.9	WESTERNGREENLAND	201308191217A

SWEM	E	2013	8	24	7	25	52.00	75.0000	-57.0000	10.0	0.0	4.9	WESTERNGREENLAND	201308240725A

SWEM	C	2013	9	9	9	0	0.00	70.5000	-48.5000	10.0	0.0	4.8	WESTERNGREENLAND	201309090859A

SWEM	C	2013	9	10	18	59	28.00	69.2500	-47.7500	10.0	0.0	4.8	WESTERNGREENLAND	201309101859A

SWEM	A	2013	9	11	3	4	16.00	68.0000	-50.0000	10.0	0.0	5.0	WESTERNGREENLAND	201309110304A

SWEM	C	2013	9	15	14	8	32.00	75.0000	-49.0000	10.0	0.0	4.9	WESTERNGREENLAND	201309151408A

SWEM	A	2013	9	19	10	34	40.00	74.5000	-55.5000	10.0	0.0	4.7	WESTERNGREENLAND	201309191034B

SWEM	B	2013	9	29	14	37	12.00	75.7500	-62.2500	10.0	0.0	4.8	BAFFINBAY	201309291437A

SWEM	A	2013	10	3	3	35	4.00	75.7500	-59.7500	10.0	0.0	4.9	WESTERNGREENLAND	201310030335A

SWEM	A	2013	10	5	23	28	56.00	76.2500	-59.7500	10.0	0.0	4.9	BAFFINBAY	201310052328A

SWEQ	C	2013	10	7	18	16	8.00	75.5000	-62.5000	10.0	0.0	4.7	BAFFINBAY	201310071816B

SWEM	C	2013	10	14	2	3	28.00	72.0000	-54.0000	10.0	0.0	5.0	WESTERNGREENLAND	201310140203A

SWEQ	E	2013	11	7	11	2	0.00	73.0000	-55.0000	10.0	0.0	4.9	WESTERNGREENLAND	201311071102A

SWEQ	B	2013	11	22	7	26	16.00	69.2500	-49.7500	10.0	0.0	4.9	WESTERNGREENLAND	201311220726A

SWEM	B	2013	11	23	22	11	20.00	74.7500	-57.2500	10.0	0.0	4.7	WESTERNGREENLAND	201311232211A

SWEQ	C	2013	11	24	4	41	28.00	65.0000	-37.0000	10.0	0.0	4.7	EASTERNGREENLAND	201311240441A

SWEM	B	2013	12	5	9	54	16.00	68.7500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	201312050954A

SWEM	A	2013	12	27	10	4	16.00	75.5000	-64.5000	10.0	0.0	4.9	BAFFINBAY	201312271003A

SWEM	B	2014	1	6	13	32	32.00	69.0000	-33.0000	10.0	0.0	4.8	EASTERNGREENLAND	201401061332A

SWEM	C	2014	1	25	18	34	32.00	76.5000	-47.5000	10.0	0.0	5.0	WESTERNGREENLAND	201401251834A

SWEM	A	2014	2	10	13	58	56.00	69.0000	-49.0000	10.0	0.0	5.0	WESTERNGREENLAND	201402101359A

SWEM	B	2014	2	21	22	33	44.00	65.7500	-40.2500	10.0	0.0	4.8	WESTERNGREENLAND	201402212233A

SWEQ	C	2014	3	9	5	43	20.00	71.5000	-56.5000	10.0	0.0	4.8	BAFFINBAY	201403090543B

SWEM	C	2014	3	22	23	16	8.00	65.5000	-42.5000	10.0	0.0	4.7	WESTERNGREENLAND	201403222316A

SWEM	A	2014	3	26	9	52	16.00	69.0000	-49.0000	10.0	0.0	5.1	WESTERNGREENLAND	201403260952A

SWEM	B	2014	4	1	5	50	32.00	73.0000	-55.0000	10.0	0.0	4.9	WESTERNGREENLAND	201404010550A

SWEM	A	2014	4	5	23	8	24.00	75.7500	-60.7500	10.0	0.0	4.9	BAFFINBAY	201404052308A

SWEM	B	2014	4	20	20	42	24.00	77.5000	-64.5000	10.0	0.0	4.7	WESTERNGREENLAND	201404202042C

SWEM	A	2014	4	27	1	1	20.00	72.5000	-52.5000	10.0	0.0	4.8	WESTERNGREENLAND	201404270101A

SWEM	A	2014	4	30	18	24	40.00	66.2500	-39.2500	10.0	0.0	4.9	EASTERNGREENLAND	201404301824A

SWEM	B	2014	5	1	18	44	48.00	65.7500	-40.7500	10.0	0.0	4.8	WESTERNGREENLAND	201405011844A

SWEM	C	2014	5	3	4	51	20.00	76.5000	-65.5000	10.0	0.0	4.8	WESTERNGREENLAND	201405030451B

SWEM	C	2014	5	14	13	30	48.00	72.7500	-54.7500	10.0	0.0	4.8	WESTERNGREENLAND	201405141330A

SWEM	B	2014	5	15	16	36	48.00	68.7500	-49.2500	10.0	0.0	4.7	WESTERNGREENLAND	201405151636A

SWEM	B	2014	5	15	19	36	8.00	68.7500	-49.2500	10.0	0.0	4.8	WESTERNGREENLAND	201405151936A

SWEM	A	2014	5	25	5	55	28.00	65.7500	-37.7500	10.0	0.0	4.7	EASTERNGREENLAND	201405250555A

SWEM	A	2014	5	25	17	12	16.00	69.2500	-49.7500	10.0	0.0	4.9	WESTERNGREENLAND	201405251712A

SWEM	B	2014	5	25	17	16	40.00	69.2500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	201405251716B

SWEM	C	2014	5	27	10	30	8.00	69.7500	-48.2500	10.0	0.0	4.9	WESTERNGREENLAND	201405271030A

SWEM	C	2014	6	2	18	55	20.00	68.0000	-50.0000	10.0	0.0	4.7	WESTERNGREENLAND	201406021855A

SWEM	A	2014	6	5	8	32	8.00	69.5000	-48.5000	10.0	0.0	5.1	WESTERNGREENLAND	201406050832A

SWEM	B	2014	6	11	20	51	4.00	66.7500	-38.2500	10.0	0.0	4.7	EASTERNGREENLAND	201406112051A

SWEM	A	2014	6	13	5	12	0.00	68.7500	-50.2500	10.0	0.0	4.9	WESTERNGREENLAND	201406130512A

SWEM	A	2014	6	19	16	37	28.00	69.0000	-49.0000	10.0	0.0	4.9	WESTERNGREENLAND	201406191637A

SWEM	A	2014	6	29	2	18	0.00	67.5000	-37.5000	10.0	0.0	4.8	EASTERNGREENLAND	201406290218A

SWEM	A	2014	6	29	3	54	32.00	69.5000	-50.5000	10.0	0.0	5.0	WESTERNGREENLAND	201406290354A

SWEQ	B	2014	7	7	6	40	56.00	75.2500	-56.2500	10.0	0.0	4.8	WESTERNGREENLAND	201407070640A

SWEM	A	2014	7	19	19	18	0.00	66.2500	-39.2500	10.0	0.0	4.8	EASTERNGREENLAND	201407191918A

SWEM	A	2014	7	23	11	37	12.00	69.2500	-47.7500	10.0	0.0	4.7	WESTERNGREENLAND	201407231137B

SWEM	A	2014	7	24	16	10	56.00	69.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201407241611A

SWEM	A	2014	7	24	21	10	16.00	69.0000	-49.0000	10.0	0.0	5.1	WESTERNGREENLAND	201407242110A

SWEQ	C	2014	7	28	18	5	20.00	72.2500	-52.2500	10.0	0.0	4.7	WESTERNGREENLAND	201407281805A

SWEQ	C	2014	8	2	5	48	0.00	72.5000	-29.5000	10.0	0.0	4.8	EASTERNGREENLAND	201408020548A

SWEM	B	2014	8	5	13	50	0.00	71.7500	-53.7500	10.0	0.0	4.8	WESTERNGREENLAND	201408051350A

SWEM	A	2014	8	12	6	42	16.00	65.7500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201408120642B

SWEM	C	2014	8	13	2	6	40.00	73.5000	-55.5000	10.0	0.0	4.9	WESTERNGREENLAND	201408130207A

SWEM	A	2014	8	19	7	23	36.00	66.7500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	201408190723A

SWEM	E	2014	8	19	23	2	8.00	69.5000	-48.5000	10.0	0.0	4.7	WESTERNGREENLAND	201408192302A

SWEM	A	2014	8	19	23	10	56.00	70.5000	-48.5000	10.0	0.0	5.1	WESTERNGREENLAND	201408192310A

SWEM	B	2014	8	21	3	44	40.00	68.7500	-49.7500	10.0	0.0	5.1	WESTERNGREENLAND	201408210344A

SWEM	C	2014	8	29	15	44	24.00	73.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	201408291544A

SWEM	E	2014	9	7	12	11	36.00	69.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201409071211A

SWEQ	C	2014	9	10	13	26	0.00	70.5000	-48.5000	10.0	0.0	4.9	WESTERNGREENLAND	201409101326A

SWEM	A	2014	9	13	16	48	0.00	69.2500	-50.2500	10.0	0.0	5.2	WESTERNGREENLAND	201409131648A

SWEQ	C	2014	9	13	18	1	52.00	69.2500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	201409131801A

SWEM	B	2014	9	18	5	59	28.00	66.7500	-39.2500	10.0	0.0	4.8	EASTERNGREENLAND	201409180559A

SWEM	A	2014	9	18	12	40	48.00	66.2500	-38.7500	10.0	0.0	5.0	EASTERNGREENLAND	201409181240A

SWEM	B	2014	9	18	15	50	8.00	66.2500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201409181550A

SWEM	A	2014	10	7	23	42	16.00	76.2500	-60.7500	10.0	0.0	4.9	WESTERNGREENLAND	201410072342A

SWEM	C	2014	10	12	22	7	20.00	72.0000	-50.0000	10.0	0.0	4.8	WESTERNGREENLAND	201410122207A

SWEM	B	2014	10	22	15	54	8.00	75.2500	-60.2500	10.0	0.0	4.8	BAFFINBAY	201410221554A

SWEM	B	2014	10	22	19	51	20.00	66.2500	-40.7500	10.0	0.0	4.8	WESTERNGREENLAND	201410221951A

SWEM	C	2014	10	27	22	42	32.00	66.2500	-39.7500	10.0	0.0	4.7	EASTERNGREENLAND	201410272242A

SWEM	A	2014	11	6	16	38	24.00	66.7500	-38.2500	10.0	0.0	5.0	EASTERNGREENLAND	201411061638A

SWEM	B	2014	11	24	3	11	4.00	68.2500	-50.2500	10.0	0.0	4.8	WESTERNGREENLAND	201411240311B

SWEM	C	2014	12	6	15	9	28.00	66.5000	-40.5000	10.0	0.0	4.8	WESTERNGREENLAND	201412061509A

SWEM	A	2014	12	11	7	48	0.00	75.7500	-59.7500	10.0	0.0	5.0	WESTERNGREENLAND	201412110748A

SWEM	C	2014	12	19	12	5	12.00	71.2500	-52.2500	10.0	0.0	4.7	WESTERNGREENLAND	201412191205A

SWEM	C	2014	12	27	8	12	32.00	66.7500	-34.2500	10.0	0.0	4.7	EASTERNGREENLAND	201412270812A

SWEM	C	2015	1	16	3	46	8.00	67.0000	-37.0000	10.0	0.0	4.8	EASTERNGREENLAND	201501160346A

SWEM	A	2015	1	27	0	5	4.00	66.7500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	201501270005A

SWEM	B	2015	2	8	23	42	0.00	65.2500	-39.7500	10.0	0.0	4.7	EASTERNGREENLAND	201502082342A

SWEM	B	2015	2	15	16	28	8.00	69.2500	-50.2500	10.0	0.0	4.9	WESTERNGREENLAND	201502151628A

SWEM	E	2015	2	15	16	33	20.00	68.5000	-49.5000	10.0	0.0	4.9	WESTERNGREENLAND	201502151633B

SWEM	B	2015	2	24	8	52	40.00	66.2500	-37.2500	10.0	0.0	4.8	EASTERNGREENLAND	201502240852A

SWEM	B	2015	3	5	22	21	12.00	72.7500	-54.2500	10.0	0.0	5.0	WESTERNGREENLAND	201503052221A

SWEM	C	2015	3	8	10	54	32.00	71.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201503081054A

SWEM	B	2015	4	4	14	1	36.00	72.7500	-54.7500	10.0	0.0	4.9	WESTERNGREENLAND	201504041401A

SWEM	A	2015	4	7	15	45	4.00	77.0000	-57.0000	10.0	0.0	4.9	WESTERNGREENLAND	201504071545A

SWEM	B	2015	4	25	23	53	4.00	65.7500	-38.2500	10.0	0.0	5.1	EASTERNGREENLAND	201504252353A

SWEM	B	2015	4	30	21	34	8.00	71.2500	-53.2500	10.0	0.0	4.8	WESTERNGREENLAND	201504302134A

SWEM	C	2015	5	1	5	58	0.00	67.2500	-39.7500	10.0	0.0	4.8	EASTERNGREENLAND	201505010558A

SWEM	C	2015	5	5	23	8	24.00	73.2500	-54.2500	10.0	0.0	4.9	WESTERNGREENLAND	201505052308A

SWEQ	E	2015	5	9	18	28	16.00	77.7500	-67.2500	10.0	0.0	4.7	WESTERNGREENLAND	201505091828A

SWEM	A	2015	5	28	9	9	4.00	69.2500	-49.7500	10.0	0.0	5.1	WESTERNGREENLAND	201505280908A

SWEM	A	2015	5	28	11	49	44.00	66.2500	-38.7500	10.0	0.0	4.8	EASTERNGREENLAND	201505281149A

SWEM	E	2015	6	12	18	44	0.00	75.7500	-62.2500	10.0	0.0	4.8	BAFFINBAY	201506121844A

SWEM	C	2015	6	18	1	6	56.00	69.5000	-48.5000	10.0	0.0	4.8	WESTERNGREENLAND	201506180106A

SWEM	A	2015	6	20	17	13	52.00	69.2500	-49.7500	10.0	0.0	5.1	WESTERNGREENLAND	201506201713A

SWEM	B	2015	6	22	3	26	0.00	68.7500	-49.7500	10.0	0.0	4.7	WESTERNGREENLAND	201506220326A

SWEM	B	2015	6	26	21	19	44.00	75.5000	-57.5000	10.0	0.0	4.7	WESTERNGREENLAND	201506262119A

SWEM	A	2015	6	26	21	26	32.00	76.5000	-61.5000	10.0	0.0	4.9	WESTERNGREENLAND	201506262126A

SWEM	B	2015	7	3	4	7	36.00	69.2500	-48.7500	10.0	0.0	5.3	WESTERNGREENLAND	201507030407A

SWEM	E	2015	7	3	5	34	0.00	69.2500	-48.2500	10.0	0.0	4.9	WESTERNGREENLAND	201507030534A

SWEM	B	2015	7	4	15	0	0.00	73.0000	-57.0000	10.0	0.0	4.9	BAFFINBAY	201507041500A

SWEM	C	2015	7	10	22	20	8.00	71.0000	-27.0000	10.0	0.0	4.8	EASTERNGREENLAND	201507102220A

SWEM	A	2015	7	13	8	53	4.00	68.7500	-49.7500	10.0	0.0	5.0	WESTERNGREENLAND	201507130853A

SWEM	A	2015	7	14	18	46	24.00	66.5000	-36.5000	10.0	0.0	4.8	EASTERNGREENLAND	201507141846A

SWEM	A	2015	7	15	3	19	36.00	66.7500	-38.7500	10.0	0.0	5.0	EASTERNGREENLAND	201507150319A

SWEM	B	2015	7	25	4	37	52.00	68.7500	-49.7500	10.0	0.0	5.0	WESTERNGREENLAND	201507250437A

SWEM	B	2015	7	26	6	24	56.00	71.7500	-56.2500	10.0	0.0	5.0	BAFFINBAY	201507260625A

SWEQ	C	2015	8	3	23	37	4.00	67.0000	-39.0000	10.0	0.0	4.7	EASTERNGREENLAND	201508032337A

SWEM	C	2015	8	15	11	57	44.00	69.7500	-49.2500	10.0	0.0	5.1	WESTERNGREENLAND	201508151157A

SWEM	B	2015	8	15	12	21	28.00	68.2500	-47.2500	10.0	0.0	5.1	WESTERNGREENLAND	201508151221A

SWEM	B	2015	8	15	19	58	16.00	75.7500	-59.7500	10.0	0.0	4.8	WESTERNGREENLAND	201508151958A

SWEM	B	2015	8	20	9	0	56.00	71.7500	-51.7500	10.0	0.0	4.8	WESTERNGREENLAND	201508200900A

SWEM	A	2015	8	22	19	48	56.00	66.7500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	201508221948A

SWEM	C	2015	8	22	20	12	24.00	66.5000	-39.5000	10.0	0.0	4.7	EASTERNGREENLAND	201508222012A

SWEM	C	2015	8	25	11	33	44.00	69.0000	-33.0000	10.0	0.0	4.7	EASTERNGREENLAND	201508251133A

SWEM	B	2015	9	4	15	44	40.00	73.2500	-56.2500	10.0	0.0	4.9	WESTERNGREENLAND	201509041544B

SWEQ	C	2015	9	6	9	0	56.00	74.2500	-55.2500	10.0	0.0	4.7	WESTERNGREENLAND	201509060900A

SWEM	A	2015	9	13	21	8	56.00	71.2500	-51.2500	10.0	0.0	4.8	WESTERNGREENLAND	201509132108A

SWEQ	C	2015	9	16	18	35	28.00	72.2500	-51.2500	10.0	0.0	4.7	WESTERNGREENLAND	201509161835A

SWEQ	C	2015	10	2	5	51	4.00	72.0000	-54.0000	10.0	0.0	4.8	WESTERNGREENLAND	201510020551A

SWEM	A	2015	10	10	23	2	32.00	69.2500	-49.7500	10.0	0.0	5.0	WESTERNGREENLAND	201510102302A

SWEM	A	2015	10	10	23	7	20.00	69.2500	-49.7500	10.0	0.0	5.1	WESTERNGREENLAND	201510102307A

SWEM	B	2015	10	12	1	23	52.00	66.2500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201510120124B

SWEM	B	2015	11	23	18	32	48.00	73.0000	-55.0000	10.0	0.0	4.9	WESTERNGREENLAND	201511231832A

SWEM	A	2015	12	18	12	47	12.00	69.0000	-49.0000	10.0	0.0	4.9	WESTERNGREENLAND	201512181247A

SWEQ	C	2015	12	23	1	12	56.00	73.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	201512230112A

SWEM	A	2016	1	9	6	10	16.00	72.0000	-54.0000	10.0	0.0	4.9	WESTERNGREENLAND	201601090610A

SWEM	A	2016	1	14	16	59	36.00	72.7500	-53.7500	10.0	0.0	5.0	WESTERNGREENLAND	201601141659A

SWEM	C	2016	1	17	18	51	52.00	73.5000	-55.5000	10.0	0.0	4.7	WESTERNGREENLAND	201601171851A

SWEM	A	2016	2	11	0	8	24.00	69.2500	-49.2500	10.0	0.0	4.9	WESTERNGREENLAND	201602110008A

SWEM	B	2016	2	12	18	46	56.00	69.2500	-49.2500	10.0	0.0	4.8	WESTERNGREENLAND	201602121846A

SWEM	B	2016	2	14	12	24	24.00	73.2500	-55.2500	10.0	0.0	4.8	WESTERNGREENLAND	201602141224B

SWEM	B	2016	3	2	6	43	28.00	69.2500	-49.2500	10.0	0.0	4.8	WESTERNGREENLAND	201603020643A

SWEM	B	2016	3	25	5	6	0.00	68.7500	-50.7500	10.0	0.0	4.7	WESTERNGREENLAND	201603250506A

SWEM	B	2016	3	29	19	59	52.00	73.5000	-54.5000	10.0	0.0	4.9	WESTERNGREENLAND	201603292000A

SWEM	B	2016	4	6	22	56	56.00	66.2500	-38.2500	10.0	0.0	4.7	EASTERNGREENLAND	201604062257A

SWEM	A	2016	4	10	22	10	56.00	68.7500	-50.7500	10.0	0.0	5.1	WESTERNGREENLAND	201604102210A

SWEM	C	2016	4	11	4	20	8.00	72.7500	-52.7500	10.0	0.0	4.7	WESTERNGREENLAND	201604110420A

SWEM	B	2016	4	19	14	11	36.00	68.7500	-49.2500	10.0	0.0	4.8	WESTERNGREENLAND	201604191411A

SWEM	A	2016	4	21	22	23	36.00	66.2500	-39.2500	10.0	0.0	4.7	EASTERNGREENLAND	201604212223A

SWEM	A	2016	5	13	3	25	44.00	69.5000	-49.5000	10.0	0.0	5.0	WESTERNGREENLAND	201605130325A

SWEM	E	2016	5	30	23	2	16.00	73.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	201605302302A

SWEM	B	2016	6	2	16	50	24.00	71.7500	-54.2500	10.0	0.0	4.8	WESTERNGREENLAND	201606021650A

SWEM	C	2016	6	13	6	44	16.00	66.5000	-36.5000	10.0	0.0	4.7	EASTERNGREENLAND	201606130644B

SWEM	B	2016	6	16	9	52	48.00	65.7500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	201606160952A

SWEM	B	2016	6	24	6	22	0.00	66.7500	-38.7500	10.0	0.0	4.8	EASTERNGREENLAND	201606240622A

SWEM	A	2016	6	26	6	50	56.00	69.2500	-50.2500	10.0	0.0	5.1	WESTERNGREENLAND	201606260650A

SWEQ	C	2016	7	7	13	30	8.00	73.0000	-55.0000	10.0	0.0	4.7	WESTERNGREENLAND	201607071330A

SWEM	B	2016	7	8	16	36	24.00	69.0000	-45.0000	10.0	0.0	4.8	WESTERNGREENLAND	201607081636A

SWEM	B	2016	7	11	7	16	48.00	66.5000	-37.5000	10.0	0.0	4.7	EASTERNGREENLAND	201607110716A

SWEM	B	2016	7	17	17	0	40.00	76.7500	-59.2500	10.0	0.0	4.7	WESTERNGREENLAND	201607171700A

SWEM	A	2016	7	20	9	51	44.00	73.0000	-55.0000	10.0	0.0	5.0	WESTERNGREENLAND	201607200951B

SWEM	B	2016	7	24	19	10	24.00	75.2500	-57.7500	10.0	0.0	4.7	WESTERNGREENLAND	201607241910A

SWEM	B	2016	7	27	13	6	56.00	67.2500	-39.7500	10.0	0.0	4.8	EASTERNGREENLAND	201607271306A

SWEM	B	2016	8	2	19	25	52.00	73.2500	-54.2500	10.0	0.0	4.7	WESTERNGREENLAND	201608021925A

SWEM	A	2016	8	11	18	11	36.00	69.2500	-48.7500	10.0	0.0	4.8	WESTERNGREENLAND	201608111811A

SWEM	A	2016	8	16	8	25	36.00	73.0000	-55.0000	10.0	0.0	4.9	WESTERNGREENLAND	201608160825A

SWEM	B	2016	8	29	3	49	28.00	75.5000	-59.5000	10.0	0.0	4.7	WESTERNGREENLAND	201608290349A

SWEM	B	2016	9	8	2	5	20.00	75.2500	-64.2500	10.0	0.0	4.8	BAFFINBAY	201609080205B

SWEM	A	2016	9	8	11	53	28.00	66.7500	-38.2500	10.0	0.0	5.0	EASTERNGREENLAND	201609081153A

SWEM	A	2016	9	12	2	18	48.00	76.7500	-61.7500	10.0	0.0	4.8	WESTERNGREENLAND	201609120218A

SWEM	A	2016	9	15	19	57	20.00	72.7500	-53.7500	10.0	0.0	4.9	WESTERNGREENLAND	201609151957A

SWEM	A	2016	10	5	2	22	0.00	75.7500	-58.2500	10.0	0.0	4.9	WESTERNGREENLAND	201610050221A

SWEQ	B	2016	10	5	5	9	28.00	73.0000	-55.0000	10.0	0.0	5.0	WESTERNGREENLAND	201610050509A

SWEM	B	2016	10	5	5	11	20.00	75.5000	-41.5000	10.0	0.0	4.9	WESTERNGREENLAND	201610050511A

SWEM	A	2016	10	19	7	56	16.00	67.2500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	201610190756A

SWEM	C	2016	10	24	7	40	56.00	67.0000	-39.0000	10.0	0.0	4.8	EASTERNGREENLAND	201610240740A

SWEM	B	2016	11	5	12	36	8.00	65.7500	-39.7500	10.0	0.0	4.8	EASTERNGREENLAND	201611051236A

SWEM	A	2016	11	6	0	17	36.00	75.7500	-60.2500	10.0	0.0	5.0	BAFFINBAY	201611060017A

SWEM	B	2016	11	10	18	43	20.00	67.2500	-32.7500	10.0	0.0	4.8	EASTERNGREENLAND	201611101843A

SWEM	A	2016	11	11	4	34	16.00	73.2500	-55.7500	10.0	0.0	4.8	WESTERNGREENLAND	201611110434A

SWEQ	E	2016	11	15	18	45	12.00	73.2500	-56.2500	10.0	0.0	4.8	WESTERNGREENLAND	201611151845A

SWEM	B	2016	12	5	5	38	40.00	66.5000	-39.5000	10.0	0.0	4.8	EASTERNGREENLAND	201612050538A

SWEM	C	2016	12	5	9	41	44.00	72.5000	-54.5000	10.0	0.0	4.7	WESTERNGREENLAND	201612050941A

SWEM	B	2016	12	6	13	7	28.00	71.2500	-50.2500	10.0	0.0	4.8	WESTERNGREENLAND	201612061307A

SWEM	A	2016	12	19	13	54	56.00	65.7500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	201612191354A

SWEM	C	2016	12	23	12	29	20.00	66.2500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	201612231229A

SWEM	B	2016	12	30	15	35	12.00	73.2500	-55.7500	10.0	0.0	4.9	WESTERNGREENLAND	201612301535A

SWEM	E	2017	1	21	7	38	16.00	71.7500	-53.7500	10.0	0.0	4.9	WESTERNGREENLAND	201701210738A

SWEM	C	2017	2	7	16	2	32.00	65.5000	-41.5000	10.0	0.0	4.7	WESTERNGREENLAND	201702071602A

SWEM	E	2017	2	12	3	52	24.00	73.2500	-55.2500	10.0	0.0	4.7	WESTERNGREENLAND	201702120352A

SWEM	E	2017	2	14	19	8	56.00	65.7500	-41.2500	10.0	0.0	4.7	WESTERNGREENLAND	201702141908A

SWEM	B	2017	2	24	13	33	20.00	72.0000	-54.0000	10.0	0.0	4.8	WESTERNGREENLAND	201702241333A

SWEM	A	2017	3	8	8	6	40.00	75.5000	-61.5000	10.0	0.0	5.0	WESTERNGREENLAND	201703080806A

SWEM	A	2017	4	1	4	33	52.00	67.5000	-38.5000	10.0	0.0	4.9	EASTERNGREENLAND	201704010433A

SWEM	B	2017	4	4	6	53	44.00	76.2500	-59.7500	10.0	0.0	4.8	WESTERNGREENLAND	201704040653A

SWEM	C	2017	4	19	10	38	8.00	65.7500	-41.7500	10.0	0.0	4.7	WESTERNGREENLAND	201704191038A

SWEM	B	2017	4	27	7	9	20.00	65.7500	-40.2500	10.0	0.0	4.8	WESTERNGREENLAND	201704270709A

SWEM	A	2017	4	27	22	1	4.00	66.5000	-38.5000	10.0	0.0	4.9	EASTERNGREENLAND	201704272201B

